Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	extinction_rate	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]
103	1	-328.4945	-192.2394	-136.2551	226629.4	0.1051388	3069.792	0.0002213457	0.997331	0.999317	1.00068	1.00267	0.1041142	2961.487	2252.272	2320.902	2453.443	2520.815	2212.179	2400.44	2325.566	2314.377	2420.89
104	0	-325.0326	-192.2394	-132.7932	342633.1	0.142412	3033.53	0.0004124888	0.997829	0.999445	1.00055	1.00217	0.1460865	2966.54	2268.231	2330.153	2443.267	2539.541	2311.932	2401.148	2283.807	2338.591	2393.414
105	1	-332.6634	-192.2394	-140.424	300447	0.102461	2982.57	0.0001586987	0.997682	0.999407	1.00059	1.00232	0.1034291	2956.3	2261.09	2254.361	2426.083	2529.996	2152.066	2391.071	2319.654	2326.54	2412.08
106	0	-336.3562	-192.2394	-144.1167	343167.2	0.1441335	2990.363	0.000168871	0.997831	0.999445	1.00055	1.00217	0.1459108	2967.016	2220.05	2290.424	2436.797	2506.336	2303.856	2395.097	2363.728	2341.505	2410.678
107	1	-327.648	-192.2392	-135.4088	56197.02	0.1075939	3022.067	0.000386173	0.994643	0.998625	1.00136	1.00537	0.1100433	2950.889	2246.483	2299.022	2445.152	2511.886	2143.958	2391.539	2293.057	2279.443	2414.086
108	0	-333.1955	-192.2394	-140.956	1892.224	0.1499542	3017.468	0.0003231163	0.970932	0.992386	1.00731	1.02937	0.1515982	2953.38	2260.978	2345.457	2450.945	2520.377	2215.084	2395.349	2356.661	2349.701	2402.245
109	1	-327.0057	-192.2394	-134.7662	840174.9	0.1167106	3022.588	0.0002758432	0.998614	0.999645	1.00035	1.00139	0.1112806	2973.661	2218.305	2333.633	2427.202	2534.726	2322.7	2404.807	2302.865	2291.51	2399.487
110	0	-331.5925	-192.2394	-139.3531	410.8323	0.1486357	2987.959	0.0003231163	0.938003	0.983294	1.01531	1.06339	0.1455015	2968.043	2220.465	2325.591	2465.18	2509.356	2302.887	2397.654	2327.225	2327.767	2419.525
111	1	-335.7852	-192.2394	-143.5458	519054.9	0.1112216	2997.8	0.0002556258	0.998236	0.999549	1.00045	1.00176	0.1090622	2959.285	2253.42	2347.341	2451.048	2539.728	2317.204	2390.037	2338.98	2294.612	2385.733
112	0	-332.616	-192.2394	-140.3766	106739.6	0.1492319	3007.641	0.0002812694	0.996112	0.999004	1.00099	1.00389	0.1527229	2959.975	2230.985	2330.775	2457.033	2500.886	2279.178	2403.066	2323.653	2304.381	2393.085
113	1	-327.7538	-192.2394	-135.5144	751181.5	0.1056533	3016.431	0.0003020633	0.998534	0.999625	1.00037	1.00147	0.1089492	2970.594	2219.692	2255.913	2456.155	2527.833	2198.632	2392.527	2259.013	2348.741	2396.379
114	0	-328.4266	-192.2394	-136.1871	531330.9	0.1542323	2996.424	0.0002630235	0.998257	0.999554	1.00044	1.00174	0.1587347	2962.3	2258.014	2335.814	2468.544	2523.191	2140.119	2407.993	2320.128	2250.457	2417.074
115	1	-319.5463	-192.2394	-127.3069	754240.9	0.09931887	2987.464	0.0006230051	0.998537	0.999626	1.00037	1.00146	0.1073854	2962.954	2254.619	2305.249	2454.999	2549.044	2304.645	2393.486	2365.177	2330.972	2390.112
116	0	-334.816	-192.2394	-142.5766	3242.228	0.1605109	3037.411	0.000148974	0.977766	0.99421	1.00561	1.02241	0.1574094	2978.301	2219.077	2279.142	2472.303	2508.265	2308.24	2403.694	2300.425	2305.789	2400.983
117	1	-332.199	-192.2394	-139.9596	225083.6	0.09519739	3060.596	0.0003536714	0.997322	0.999314	1.00068	1.00268	0.0937796	2952.946	2235.61	2286.665	2458.592	2524.08	2169.111	2401.953	2296.259	2316.995	2385.649
118	0	-333.8237	-192.0272	-141.7965	116909.3	0.1646061	3031.971	0.0002031463	0.996285	0.999048	1.00095	1.00372	0.1638724	2962.164	2216.117	2337.744	2445.202	2514.786	2213.521	2391.528	2289.144	2262.656	2385.522
119	1	-337.501	-192.2394	-145.2616	899928.9	0.0916079	3052.935	0.0002286132	0.99866	0.999657	1.00034	1.00134	0.08900836	2962.555	2214.615	2299.289	2453.96	2501.337	2312.044	2403.41	2261.925	2297.914	2410.275
120	0	-326.3904	-192.2553	-134.1351	959552.8	0.1690668	3009.338	0.0001239216	0.998703	0.999668	1.00033	1.0013	0.167825	2977.61	2215.423	2269.526	2459.63	2513.529	2144.267	2393.865	2250.925	2278.384	2424.659
121	1	-332.2306	-192.2394	-139.9912	899928.9	0.09035065	3066.12	0.0003563509	0.99866	0.999657	1.00034	1.00134	0.09308599	2958.739	2246.275	2276.74	2425.537	2542.258	2203.078	2405.48	2299.276	2275.339	2391.272
122	0	-322.7446	-192.2394	-130.5052	849659.7	0.1661938	2997.341	0.0002817125	0.998621	0.999647	1.00035	1.00138	0.1658352	2950.38	2251.721	2331.321	2439.893	2519.906	2312.308	2403.794	2353.589	2289.761	2386.443
123	1	-327.6241	-192.2395	-135.3846	68192.1	0.08146277	3047.326	0.0004058218	0.995137	0.998753	1.00124	1.00487	0.08032126	2968.06	2229.841	2276.842	2428.002	2544.43	2270.102	2396.596	2307.276	2253.058	2407.832
124	0	-325.6254	-192.2394	-133.3859	956616.7	0.1624757	2992.842	0.000431746	0.998701	0.999668	1.00033	1.0013	0.1610426	2970.335	2258.936	2315.806	2457.462	2512.51	2314.991	2398.199	2306.888	2348.661	2417.947
125	1	-320.77	-192.2395	-128.5305	833639.5	0.08129527	2993.808	0.0002061652	0.998608	0.999644	1.00036	1.00139	0.08279425	2975.145	2221.076	2263.088	2427.756	2542.982	2308.335	2398.522	2300.086	2258.235	2411.14
126	0	-324.7914	-192.2395	-132.5519	998920.4	0.1681303	3019.269	0.000352163	0.998728	0.999675	1.00032	1.00127	0.1714494	2967.409	2210.401	2322.427	2467.926	2508.93	2153.387	2401.038	2280.555	2346.597	2418.794
127	1	-319.2324	-192.3578	-126.8746	290759.9	0.08218226	3007.236	0.0005360054	0.997644	0.999397	1.0006	1.00236	0.07918341	2959.961	2271.656	2278.896	2429.643	2530.892	2130.996	2403.553	2279.206	2264.981	2390.297
128	0	-329.7351	-192.2394	-137.4957	720292.1	0.1725439	3074.039	0.0003292493	0.998503	0.999617	1.00038	1.0015	0.1751597	2979.321	2255.812	2303.92	2445.064	2539.524	2177.604	2396.234	2275.661	2266.765	2410.181
129	1	-322.1933	-192.2414	-129.9519	194671.8	0.09250476	2997.662	0.0003115348	0.997121	0.999263	1.00073	1.00288	0.08917935	2973.068	2252.364	2294.98	2451.681	2523.955	2165.72	2393.874	2297.44	2276.21	2388.58
130	0	-331.6623	-192.2394	-139.4229	641024.3	0.1779685	3045.472	0.0001307528	0.998413	0.999594	1.00041	1.00159	0.1794756	2951.133	2274.72	2278.853	2445.315	2533.737	2201.612	2399.726	2263.371	2330.193	2412.273
131	1	-333.9043	-192.2394	-141.6649	990886.8	0.08771447	2981.843	0.0004813499	0.998723	0.999674	1.00033	1.00128	0.09128991	2974.134	2272.075	2341.514	2426.627	2526.325	2256.095	2395.99	2317.824	2307.822	2404.559
132	0	-330.3429	-192.2394	-138.1035	597768.7	0.174825	3009.131	0.0001723057	0.998356	0.99958	1.00042	1.00164	0.1719461	2957.02	2225.167	2338.71	2434.125	2525.585	2316.073	2405.493	2360.502	2301.953	2393.131
133	1	-328.1093	-192.2394	-135.8699	438978.6	0.09070186	3042.215	0.0002817861	0.998082	0.999509	1.00049	1.00192	0.09467173	2965.324	2241.423	2325.566	2461.6	2547.807	2175.126	2390.354	2357.992	2342.96	2420.503
134	0	-342.6752	-192.2394	-150.4358	696179.4	0.163984	2982.686	0.0003176012	0.998477	0.99961	1.00039	1.00152	0.1682867	2951.239	2239.597	2318.953	2438.094	2512.062	2160.182	2391.163	2357.581	2333.733	2388.483
135	1	-321.6461	-192.2394	-129.4066	902962.5	0.09732141	3006.141	0.0002438969	0.998663	0.999658	1.00034	1.00134	0.09433149	2964.697	2248.667	2307.119	2466.74	2542.357	2171.848	2397.085	2369.259	2281.4	2378.653
136	0	-333.9311	-192.2394	-141.6916	809507.8	0.1629069	2997.846	0.0001395303	0.998588	0.999639	1.00036	1.00141	0.160451	2964.127	2233.259	2346.89	2458.782	2514.696	2185.646	2406.689	2356.218	2337.577	2379.856
137	1	-322.6633	-192.239	-130.4243	305736.9	0.09642806	3057.234	0.000425885	0.997702	0.999412	1.00059	1.0023	0.09633424	2978.864	2210.989	2328.69	2463.148	2519.217	2323.679	2397.751	2334.904	2334.677	2414.754
138	0	-326.7816	-192.3332	-134.4484	810762.8	0.1655556	3037.652	0.0001267504	0.998589	0.999639	1.00036	1.00141	0.1629561	2964.108	2217.087	2294.301	2469.663	2529.409	2143.768	2407.663	2319.933	2289.453	2422.894
139	1	-328.2295	-192.2394	-135.99	925703.4	0.09445437	3064.153	0.0004438818	0.998679	0.999662	1.00034	1.00132	0.09901409	2971.576	2249.041	2300.818	2433.235	2509.504	2209.337	2396.012	2354.992	2319.429	2408.726
140	0	-329.176	-192.3658	-136.8102	935528.8	0.1709177	3059.067	0.0001509123	0.998686	0.999664	1.00034	1.00131	0.1705781	2958.869	2249.522	2312.682	2431.771	2505.985	2146.012	2399.681	2362.591	2325.872	2400.725
141	1	-334.2327	-192.2394	-141.9933	352616.1	0.09611676	3073.091	0.0001515852	0.99786	0.999452	1.00055	1.00214	0.1002463	2979.07	2266.667	2262.848	2435.426	2529.247	2177.542	2399.321	2308.29	2294.254	2385.037
142	0	-334.6864	-192.2394	-142.4469	39215.38	0.1599149	3030.687	0.0001464233	0.993589	0.998353	1.00163	1.00643	0.160528	2961.761	2235.166	2334.014	2468.602	2515.134	2128.902	2406.86	2369.062	2324.412	2402.588
143	1	-326.9597	-192.2394	-134.7202	682954.9	0.09399003	3029.81	0.0003273197	0.998462	0.999607	1.00039	1.00154	0.09032824	2967.392	2253.457	2269.892	2437.525	2513.745	2296.994	2407.418	2280.805	2298.138	2404.872
144	0	-330.3802	-192.2394	-138.1408	398935.1	0.164903	2992.063	0.0002226318	0.997988	0.999485	1.00051	1.00201	0.1665915	2961.913	2227.016	2254.61	2457.905	2513.966	2167.966	2408.278	2307.03	2307.023	2399.447
145	1	-322.5976	-192.2394	-130.3582	917595.6	0.09177839	3047.071	0.0004119657	0.998673	0.999661	1.00034	1.00133	0.09145383	2959.079	2261.676	2262.413	2455.095	2521.262	2159.832	2391.92	2311.232	2301.204	2378.372
146	0	-338.4195	-192.2394	-146.1801	331484.4	0.1676131	2983.53	0.0003182925	0.997793	0.999435	1.00056	1.00221	0.1686921	2976.153	2210.865	2253.721	2471.189	2508.029	2257.385	2407.596	2301.046	2312.039	2421.488
147	1	-327.5696	-192.2394	-135.3302	909159.3	0.09363777	3087.41	0.0005424944	0.998667	0.999659	1.00034	1.00133	0.09594115	2957.647	2271.594	2305.167	2445.862	2527.654	2221.207	2400.19	2338.669	2295.16	2408.26
148	0	-336.902	-191.9636	-144.9383	237613.6	0.1703868	3068.2	0.000152324	0.997394	0.999333	1.00066	1.00261	0.1688919	2961.789	2245.299	2279.365	2447.094	2519.991	2243.806	2404.519	2260.861	2305.328	2419.914
149	1	-326.0754	-192.2394	-133.836	717401.4	0.08890193	2984.86	0.0006085685	0.9985	0.999616	1.00038	1.0015	0.0832345	2956.387	2265.4	2306.408	2434.553	2544.683	2125.719	2394.935	2266.055	2311.505	2417.915
150	0	-328.473	-192.2394	-136.2336	219157.9	0.1689573	2992.578	0.0002503112	0.997286	0.999305	1.00069	1.00272	0.167983	2965.649	2230.56	2338.985	2433.004	2507.214	2200.318	2408.556	2352.628	2311.904	2407.477
151	1	-324.1909	-192.2394	-131.9514	782811	0.07761609	3023.142	0.0003103849	0.998564	0.999633	1.00037	1.00144	0.07999789	2950.611	2255.4	2328.634	2440.777	2522.04	2292.076	2397.704	2347.506	2320.77	2412.025
152	0	-325.5986	-192.2519	-133.3467	504647.4	0.165833	3062.941	0.0003195019	0.998211	0.999542	1.00046	1.00179	0.1685607	2961.166	2264.12	2299.626	2453.302	2549.299	2308.546	2393.749	2300.955	2344.604	2378.292
153	1	-328.2032	-192.2394	-135.9638	258960.4	0.07746726	3040.925	0.0003078025	0.997503	0.999361	1.00064	1.0025	0.079843	2974.15	2219.714	2328.255	2455.613	2514.921	2319.093	2403.451	2300.203	2308.634	2376.38
154	0	-329.0214	-192.2394	-136.7819	718936.3	0.1657921	3069.634	0.00030823	0.998501	0.999617	1.00038	1.0015	0.1673768	2950.254	2251.046	2280.121	2427.218	2519.454	2320.181	2405.869	2323.873	2334.618	2422.216
155	1	-330.4918	-192.2394	-138.2524	706276.8	0.07055338	3093.865	0.0004502978	0.998488	0.999613	1.00039	1.00151	0.07076967	2953.943	2240.2	2333.702	2442.113	2515.602	2164.813	2395.324	2340.556	2273.546	2391.543
156	0	-326.4171	-192.2394	-134.1776	618618.9	0.1597336	3092.475	0.0002559298	0.998384	0.999587	1.00041	1.00162	0.1539256	2967.172	2262.076	2288.207	2445.527	2512.438	2202.706	2409.202	2340.303	2284.441	2410.514
157	1	-329.4398	-192.2639	-137.1759	370547	0.06399267	3018.434	0.0002453595	0.997913	0.999466	1.00053	1.00209	0.06319729	2960.877	2214.953	2270.135	2474.751	2547.123	2127.398	2405.76	2283.46	2303.286	2415.016
158	0	-330.9494	-192.2384	-138.7111	462281.5	0.1587003	3092.888	0.0002639111	0.998131	0.999522	1.00048	1.00187	0.161566	2965.711	2251.565	2294.009	2467.593	2509.671	2241.887	2396.35	2335.572	2290.709	2404.07
159	1	-329.0446	-192.2328	-136.8118	277187.4	0.0678601	3029.847	0.0003098286	0.997587	0.999382	1.00062	1.00242	0.06749678	2973.906	2232.149	2300.894	2449.971	2534.124	2156.137	2406.049	2339.281	2335.087	2396.68
160	0	-320.3368	-192.2404	-128.0964	95796.57	0.1545238	3085.471	0.0002881174	0.995896	0.998948	1.00105	1.00411	0.1567911	2964.871	2264.605	2337.152	2471.427	2512.735	2125.849	2393.775	2322.601	2298.49	2390.151
161	1	-331.081	-192.2394	-138.8415	995036.7	0.0730017	3003.705	0.0003470514	0.998726	0.999674	1.00033	1.00127	0.0710274	2961.704	2257.858	2293.917	2460.416	2529.254	2147.308	2397.019	2369.979	2272.508	2381.026
162	0	-337.4059	-192.2394	-145.1665	982025.9	0.1582784	3012.406	0.0002003788	0.998718	0.999672	1.00033	1.00128	0.1538924	2968.668	2267.907	2348.423	2439.407	2526.429	2211.311	2404.882	2334.808	2278.079	2377.271
163	1	-328.0388	-192.2394	-135.7993	269047.9	0.07177358	3087.629	0.0003423394	0.99755	0.999373	1.00062	1.00245	0.07253166	2970.502	2247.259	2325.568	2434.919	2516.221	2292.908	2395.797	2325.281	2284.34	2382.248
164	0	-332.357	-192.2394	-140.1175	569376.2	0.150601	3064.571	0.0001446171	0.998316	0.999569	1.00043	1.00169	0.146026	2960.605	2244.425	2347.9	2443.944	2530.912	2274.521	2406.089	2308.621	2346.776	2395.803
165	1	-332.5439	-192.2394	-140.3045	574242.6	0.077744	3079.184	0.000361169	0.998323	0.999571	1.00043	1.00168	0.08186212	2952.314	2252.709	2277.562	2473.096	2537.076	2127.038	2406.422	2340.612	2255.443	2383.727
166	0	-325.6833	-192.2407	-133.4426	2842.281	0.1520386	2990.396	0.0003276012	0.976259	0.99381	1.00599	1.02394	0.1516584	2955.166	2250.05	2281.119	2431.458	2546.523	2174.085	2401.379	2267.061	2341.819	2387.382
167	1	-333.011	-192.2394	-140.7716	385693.1	0.08370704	3074.153	0.0003175656	0.997954	0.999476	1.00052	1.00205	0.08416377	2963.757	2255.099	2339.464	2443.796	2547.558	2151.044	2409.418	2362.24	2310.235	2395.008
168	0	-329.4634	-192.2394	-137.224	122943.7	0.1554833	3060.807	0.0003354832	0.996377	0.999072	1.00092	1.00363	0.1559693	2975.384	2254.793	2346.895	2437.7	2519.061	2166.572	2408.22	2306.327	2300.536	2393.617
169	1	-328.8698	-192.2394	-136.6303	673854.6	0.09430554	3085.825	0.0002195651	0.998452	0.999604	1.0004	1.00155	0.09382615	2951.001	2245.551	2337.147	2436.342	2524.432	2165.774	2406.528	2330.26	2266.344	2412.102
170	0	-331.359	-192.2407	-139.1183	505564.5	0.1657147	3063.632	0.000127821	0.998213	0.999543	1.00046	1.00179	0.1595846	2962.229	2231.308	2280.263	2437.675	2547.392	2320.259	2402.796	2359.894	2294.615	2407.51
171	1	-328.9356	-192.2394	-136.6962	647808.1	0.08516102	3021.363	0.0002864789	0.998421	0.999596	1.0004	1.00158	0.0830854	2967.31	2248.794	2314.705	2434.102	2548.002	2150.279	2394.687	2364.166	2290.308	2409.365
172	0	-323.7283	-192.2392	-131.489	820838.5	0.1644323	3010.403	0.0001485048	0.998597	0.999641	1.00036	1.0014	0.1608246	2955.137	2217.737	2321.189	2428.718	2505.346	2276.109	2392.463	2283.278	2262.187	2398.929
173	1	-339.0835	-192.2394	-146.8441	601745.6	0.08559346	3028.652	0.0001457752	0.998362	0.999581	1.00042	1.00164	0.08559556	2953.59	2256.493	2341.943	2470.123	2533.098	2319.702	2394.801	2333.944	2333.288	2392.364
174	0	-335.786	-192.2394	-143.5465	981068	0.1635638	3081.714	0.0004242767	0.998717	0.999672	1.00033	1.00128	0.1652299	2957.626	2257.149	2293.944	2428.971	2506.497	2167.237	2404.485	2328.819	2258.111	2410.483
175	1	-328.9465	-192.2394	-136.707	427095.2	0.08704987	3004.656	0.0001749287	0.998056	0.999503	1.0005	1.00195	0.08490421	2955.513	2261.316	2294.951	2441.742	2530.586	2146.945	2405.12	2324.139	2315.146	2419.27
176	0	-332.3495	-192.2394	-140.1101	846036.5	0.1602345	3090.646	0.0001519047	0.998618	0.999647	1.00035	1.00138	0.1612309	2957.213	2274.739	2317.49	2426.41	2509.083	2132.129	2401.075	2311.285	2251.969	2420.99
177	1	-330.4395	-192.2394	-138.2001	600537.4	0.08598259	3032.798	0.0002929946	0.99836	0.999581	1.00042	1.00164	0.08457435	2955.869	2269.845	2324.968	2458.393	2516.486	2128.839	2390.131	2293.378	2284.728	2381.419
178	0	-342.0289	-192.2394	-149.7895	764404.7	0.1634301	3062.35	0.0001382443	0.998547	0.999628	1.00037	1.00145	0.1657036	2967.738	2252.611	2316.457	2440.462	2544.965	2173.619	2409.365	2351.837	2260.78	2402.71
179	1	-327.745	-192.2394	-135.5056	825364	0.07921164	2994.021	0.0003670363	0.998601	0.999642	1.00036	1.0014	0.07690333	2964.79	2243.313	2316.136	2468.498	2536.473	2285.919	2404.945	2267.715	2323.645	2378.62
180	0	-331.6834	-192.2394	-139.444	234331.7	0.1679728	2982.24	0.0002146885	0.997375	0.999328	1.00067	1.00263	0.1634462	2953.48	2229.869	2348.749	2437.402	2529.397	2145.903	2408.256	2318.233	2263.201	2394.034
181	1	-329.197	-192.2394	-136.9576	535417.5	0.0740707	3093.58	0.000504446	0.998263	0.999556	1.00044	1.00174	0.07256561	2956.723	2218.722	2274.58	2430.203	2523.599	2170.675	2399.313	2291.714	2345.036	2412.884
182	0	-331.8747	-192.2394	-139.6352	201433.2	0.174849	3010.549	0.0001682604	0.997169	0.999275	1.00072	1.00283	0.1743768	2957.151	2262.212	2270.537	2455.655	2538.655	2203.77	2392.803	2283.83	2300.391	2402.72
183	1	-332.8892	-192.2394	-140.6498	516697.9	0.07914391	3041.965	0.0003354915	0.998232	0.999548	1.00045	1.00177	0.08132339	2955.457	2238.114	2334.148	2474.729	2501.776	2144.661	2397.903	2252.692	2255.889	2410.231
184	0	-327.2244	-192.2394	-134.985	138838.6	0.1789347	3036.879	0.0003141524	0.996591	0.999127	1.00087	1.00341	0.1815877	2967.72	2244.976	2316.578	2438.653	2543.225	2212.689	2407.101	2317.978	2303.955	2389.849
185	1	-334.9671	-192.2394	-142.7276	678561.1	0.07766096	3037.189	0.0002610746	0.998457	0.999605	1.00039	1.00154	0.07587334	2979.766	2274.855	2311.901	2436.761	2520.034	2208.188	2407.661	2335.639	2297.029	2404.568
186	0	-326.2229	-192.2394	-133.9834	817115.6	0.1768864	3031.726	0.000345632	0.998594	0.99964	1.00036	1.00141	0.1745912	2953.302	2217.539	2349.963	2427.957	2508.16	2250.757	2399.919	2332.556	2318.303	2380.222
187	1	-330.6824	-192.2394	-138.4429	627162.7	0.0726639	3085.682	0.0003519048	0.998395	0.99959	1.00041	1.00161	0.07223336	2965.221	2243.09	2272.167	2471.16	2510.23	2134.767	2403.325	2325.489	2322.426	2378.216
188	0	-331.075	-192.2394	-138.8355	696702.9	0.1756676	3090.694	0.0003785816	0.998478	0.999611	1.00039	1.00152	0.1754918	2964.626	2214.72	2334.822	2438.949	2539.085	2297.37	2392.614	2362.023	2335.73	2388.839
189	1	-325.54	-192.2394	-133.3006	431566.4	0.07481082	3016.838	0.0002894924	0.998066	0.999505	1.00049	1.00194	0.07205839	2977.411	2273.508	2268.377	2443.013	2523.968	2146.902	2396.504	2320.301	2333.522	2389.828
190	0	-330.5266	-192.2394	-138.2872	629222.5	0.1774037	3097.597	0.0001167561	0.998398	0.99959	1.00041	1.0016	0.1770985	2952.568	2231.831	2315.639	2460.011	2510.813	2264.716	2404.88	2303.021	2309.172	2405.893
191	1	-322.9152	-192.2394	-130.6757	69314.86	0.0835947	3061.645	0.0003149179	0.995176	0.998763	1.00123	1.00483	0.08491072	2955.161	2219.779	2286.113	2443.798	2543.19	2173.802	2395.341	2331.779	2297.966	2392.105
192	0	-335.4264	-192.2394	-143.1869	913239.1	0.1792022	3069.432	0.0001241748	0.99867	0.99966	1.00034	1.00133	0.1768945	2975.534	2224.193	2339.302	2471.071	2514.093	2321.476	2401.855	2253.086	2291.136	2399.967
193	1	-328.0331	-192.2394	-135.7936	419729.8	0.08343259	2998.913	0.0002756665	0.998039	0.999498	1.0005	1.00196	0.08528824	2961.126	2256.044	2256.175	2455.133	2508.654	2190.4	2392.715	2368.963	2274.404	2412.841
194	0	-327.1161	-192.2394	-134.8767	973017.7	0.1622583	3044.834	0.0004081654	0.998712	0.999671	1.00033	1.00129	0.1608197	2969.21	2262.384	2310.537	2459.173	2505.862	2186.961	2402.38	2338.385	2257.166	2422.369
195	1	-330.2876	-192.2394	-138.0481	407461.2	0.08217774	3085.197	0.0001367951	0.998009	0.999491	1.00051	1.00199	0.07854981	2977.407	2260.103	2325.608	2459.735	2514.174	2140.45	2409.982	2360.764	2345.13	2399.495
196	0	-325.3748	-192.2381	-133.1367	184559	0.1770812	3034.744	0.0003344779	0.997043	0.999243	1.00075	1.00296	0.1757822	2968.596	2246.734	2296.471	2431.755	2506.357	2219.542	2409.195	2340.895	2256.041	2411.681
197	1	-340.803	-192.2394	-148.5636	732322.4	0.086937	3052.649	0.0001183697	0.998515	0.99962	1.00038	1.00149	0.08286418	2961.454	2269.569	2254.86	2458.242	2524.966	2131.044	2399.229	2262.881	2315.37	2419.862
198	0	-328.6176	-192.2394	-136.3782	306911	0.1779547	3086.999	0.0002269053	0.997706	0.999413	1.00059	1.0023	0.1692931	2973.861	2274.809	2258.328	2443.52	2505.134	2230.189	2406.943	2293.816	2338.208	2413.149
199	1	-334.0936	-192.3158	-141.7778	4936.57	0.0767373	3088.492	0.0001025063	0.981967	0.995321	1.00456	1.01815	0.0776847	2969.645	2246.26	2301.447	2454.834	2500.374	2129.965	2409.166	2332.259	2306.797	2413.858
200	0	-321.9364	-192.2429	-129.6935	163363.6	0.1764703	2998.477	0.0002444641	0.996857	0.999195	1.0008	1.00315	0.175338	2964.781	2266.339	2277.755	2460.145	2500.559	2128.899	2395.508	2304.865	2270.852	2413.442
201	1	-324.7622	-192.2394	-132.5228	23130.34	0.0700172	3035.223	0.0002060442	0.991655	0.997853	1.00212	1.00837	0.07135573	2975.36	2265.505	2289.269	2452.123	2538.17	2160.053	2402.847	2258.856	2321.105	2396.982
202	0	-330.2101	-192.2394	-137.9707	398391.5	0.1809631	3027.975	0.0003894169	0.997987	0.999485	1.00051	1.00201	0.1827311	2975.158	2264.042	2296.062	2466.042	2527.305	2171.227	2404.671	2359.253	2329.625	2384.007
203	1	-330.1865	-192.2394	-137.9471	658713.8	0.0636742	3038.925	0.0002949159	0.998434	0.9996	1.0004	1.00157	0.06757667	2963.19	2231.516	2327.661	2444.479	2538.261	2126.116	2407.307	2335.65	2348.247	2407.076
204	0	-330.1027	-192.2394	-137.8633	118719.8	0.175706	3060.557	0.0001629236	0.996313	0.999055	1.00094	1.00369	0.1794533	2963.611	2232.039	2304.993	2426.288	2509.688	2254.961	2405.375	2344.906	2294.341	2416.632
205	1	-333.7982	-192.2394	-141.5588	949742.8	0.06948223	3092.161	0.0002524738	0.998696	0.999667	1.00033	1.0013	0.06813159	2974.924	2228.425	2282.607	2459.418	2502.879	2128.441	2394.21	2289.263	2267.829	2423.044
206	0	-335.5749	-192.2394	-143.3355	795092.9	0.1803162	3009.955	0.0002041115	0.998575	0.999636	1.00036	1.00143	0.173911	2965.671	2269.251	2252.173	2434.255	2539.643	2133.438	2404.635	2305.66	2300.549	2378.596
207	1	-328.595	-192.2394	-136.3556	859944.9	0.05778654	3096.525	0.0005293671	0.99863	0.99965	1.00035	1.00137	0.05902336	2972.615	2230.495	2339.704	2446.535	2514.09	2259.194	2393.532	2276.628	2320.74	2420.654
208	0	-323.4973	-192.26	-131.2374	274482.4	0.1853732	3038.364	0.0003351941	0.997575	0.999379	1.00062	1.00243	0.1822964	2961.891	2225.013	2341.264	2473.991	2519.84	2159.063	2392.421	2349.387	2263.313	2395.254
209	1	-320.1443	-192.2394	-127.9048	281989.7	0.06124019	3090.571	0.0005293671	0.997607	0.999388	1.00061	1.00239	0.06156047	2968.408	2251.987	2285.739	2464.323	2514.448	2319.627	2403.3	2362.03	2345.153	2419.815
210	0	-325.0048	-192.2394	-132.7653	773001.4	0.1802414	2991.781	0.0002517798	0.998555	0.99963	1.00037	1.00145	0.1770975	2966.417	2231.172	2255.678	2438.488	2522.096	2308.516	2395.157	2310.084	2334.596	2382.946
211	1	-320.7774	-192.2394	-128.5379	628710.9	0.06730748	3024.36	0.000279485	0.998397	0.99959	1.00041	1.0016	0.06629322	2953.779	2224.199	2336.089	2442.665	2536.24	2315.992	2407.954	2297.181	2335.696	2397.364
212	0	-336.5477	-192.2394	-144.3083	370477.4	0.1776923	3030.318	7.717377e-05	0.997912	0.999466	1.00053	1.00209	0.1770975	2950.119	2215.501	2346.112	2436.874	2514.888	2129.228	2394.307	2368.939	2341.247	2397.728
213	1	-329.3659	-192.2394	-137.1264	529114.8	0.06710668	3079.96	0.0001914903	0.998253	0.999553	1.00045	1.00175	0.07081869	2953.632	2219.322	2349.93	2462.302	2526.325	2285.052	2391.731	2315.961	2313.634	2379.822
214	0	-328.6476	-192.3338	-136.3137	256339	0.1851919	2981.896	0.0001270088	0.997491	0.999358	1.00064	1.00251	0.1800746	2962.429	2274.167	2276.993	2460.49	2508.123	2151.23	2394.669	2360.456	2349.698	2413.571
